,EvaluationTime,Gender,RestaurantName,MenuName,Taste,Plating,AmbienceDate,AmbienceFamily,AmbienceAlone,AmbienceAlcohol,AmbienceFriend,Service,Cleanness,Cost
1124,2023/11/28 11:43:44 오후 GMT+9,1,길가네국밥,돼지국밥,2,9,9,9,2,9,9,9,9,4
1125,2023/11/23 7:13:27 오후 GMT+9,2,동궁찜닭,황금찜닭,2,1,9,1,9,9,4,2,2,3
1126,2023/11/21 8:29:49 오후 GMT+9,2,찐궁물 김치찌개,김치찌개,2,9,9,9,9,9,9,3,3,4
1127,2023/11/21 8:55:14 오후 GMT+9,2,청춘양식당,샐러드파스타,1,3,0,9,9,9,9,3,2,4
1128,2023/11/21 11:19:43 오후 GMT+9,2,카츠디나인,안심 카츠,1,1,0,9,9,9,4,1,2,4
1129,2023/11/23 7:13:27 오후 GMT+9,2,동궁찜닭,황금찜닭,2,1,9,1,9,9,4,2,2,3
1130,2023/11/21 9:27:24 오후 GMT+9,2,카츠디나인,안심돈까스,1,1,0,9,9,9,4,1,2,2
1131,2023/11/21 8:02:03 오후 GMT+9,1,돈우리,차돌된장찌개,3,1,9,9,2,3,4,1,1,4
1132,2023/11/28 11:49:12 오후 GMT+9,1,타이짬뽕,타이짬뽕,2,1,9,9,9,9,4,9,9,9
1133,2023/11/21 8:39:28 오후 GMT+9,2,에이바이트키친,상하이크림파스타,1,1,9,9,9,9,4,1,2,3
1134,2023/11/28 11:43:47 오후 GMT+9,1,오칠구,김치말이냉국수,1,9,9,9,9,9,4,1,9,4
1135,2023/11/21 8:27:49 오후 GMT+9,2,유비칼국수,칼국수,3,1,9,1,9,3,4,1,1,4
1136,2023/11/22 9:13:30 오전 GMT+9,2,돈우리,차돌된장찌개,3,9,9,9,9,9,4,9,9,3
1137,2023/11/21 8:39:28 오후 GMT+9,2,에이바이트키친,상하이크림파스타,1,1,9,9,9,9,4,1,2,3
1138,2023/11/23 7:12:28 오후 GMT+9,2,에이바이트키친,항정살 덮밥,4,1,0,9,9,9,4,2,2,4
1139,2023/11/28 11:45:44 오후 GMT+9,1,후라이드참잘하는집,후라이드치킨,1,9,9,9,9,9,9,9,9,4
1140,2023/11/21 8:43:16 오후 GMT+9,1,착한찜닭,찜닭,3,1,9,9,9,9,4,3,2,4
1141,2023/11/28 11:43:06 오후 GMT+9,1,가보뚝배기,뚝배기,1,9,9,9,2,9,4,9,9,3
1142,2023/11/22 11:38:29 오전 GMT+9,1,로키맥주,가라야게,1,1,0,9,9,3,4,1,1,3
1143,2023/11/23 7:12:28 오후 GMT+9,2,에이바이트키친,항정살 덮밥,4,1,0,9,9,9,4,2,2,4
1144,2023/11/21 8:28:30 오후 GMT+9,1,몽짬뽕,몽짬뽕,2,1,9,9,2,9,4,1,2,3
1145,2023/11/23 7:13:56 오후 GMT+9,2,도리집,도리덮밥,3,1,9,9,2,9,4,1,2,3
1146,2023/11/28 11:45:11 오후 GMT+9,1,돈까스에빠지다,돈까스,1,9,9,9,9,9,4,9,9,3
1147,2023/11/23 7:13:56 오후 GMT+9,2,도리집,도리덮밥,3,1,9,9,2,9,4,1,2,3
1148,2023/11/28 11:45:11 오후 GMT+9,1,돈까스에빠지다,돈까스,1,9,9,9,9,9,4,9,9,3
1149,2023/11/21 8:02:45 오후 GMT+9,1,맺음,뭉티기,3,3,0,9,9,3,4,2,3,3
1150,2023/11/28 11:50:36 오후 GMT+9,1,돈우리,차돌된장찌개,2,1,9,9,2,9,4,9,9,9
1151,2023/11/21 7:42:44 오후 GMT+9,2,돈까스에빠지다,치즈돈까스반상,2,1,9,9,9,9,4,2,2,4
1152,2023/11/21 11:16:27 오후 GMT+9,2,백정육회,육회,1,1,9,9,9,3,9,1,1,2
1153,2023/11/23 7:13:27 오후 GMT+9,2,동궁찜닭,황금찜닭,2,1,9,1,9,9,4,2,2,3
1154,2023/11/23 7:15:01 오후 GMT+9,2,돈까스에빠지다,돈까스,2,1,9,9,2,9,4,1,2,3
1155,2023/11/22 9:13:30 오전 GMT+9,2,돈우리,차돌된장찌개,3,9,9,9,9,9,4,9,9,3
1156,2023/11/22 8:58:02 오전 GMT+9,2,경산소찌개,소찌개,1,1,9,9,2,3,4,1,1,4
1157,2023/11/21 8:29:49 오후 GMT+9,2,찐궁물 김치찌개,김치찌개,2,9,9,9,9,9,9,3,3,4
1158,2023/11/21 11:24:21 오후 GMT+9,2,에이바이트키친,항정살덮밥,1,1,0,9,9,9,4,2,2,3
1159,2023/11/21 10:26:52 오후 GMT+9,1,카츠디나인,등심돈까스,1,1,0,1,2,9,4,2,2,4
1160,2023/11/21 7:58:11 오후 GMT+9,1,영남동,영남동,1,1,0,9,2,9,4,9,1,3
1161,2023/11/21 8:27:30 오후 GMT+9,1,온어데일리,누텔라 아이스크림,4,3,9,1,9,9,9,3,3,4
1162,2023/11/21 8:28:33 오후 GMT+9,2,88식당,대창덮밥,1,1,0,1,9,9,4,3,1,1
1163,2023/11/23 7:15:01 오후 GMT+9,2,돈까스에빠지다,돈까스,2,1,9,9,2,9,4,1,2,3
1164,2023/11/21 8:30:22 오후 GMT+9,1,1058면,갈비동,3,1,9,9,2,9,9,1,2,3
1165,2023/11/21 10:26:52 오후 GMT+9,1,카츠디나인,등심돈까스,1,1,0,1,2,9,4,2,2,4
1166,2023/11/22 8:58:41 오전 GMT+9,2,돈우리,차돌된장찌개,1,9,9,9,2,9,4,9,9,4
1167,2023/11/28 11:43:47 오후 GMT+9,1,오칠구,김치말이냉국수,1,9,9,9,9,9,4,1,9,4
1168,2023/11/22 8:58:02 오전 GMT+9,2,경산소찌개,소찌개,1,1,9,9,2,3,4,1,1,4
1169,2023/11/21 8:27:30 오후 GMT+9,1,온어데일리,누텔라 아이스크림,4,3,9,1,9,9,9,3,3,4
1170,2023/11/21 11:19:43 오후 GMT+9,2,카츠디나인,안심 카츠,1,1,0,9,9,9,4,1,2,4
1171,2023/11/21 11:24:21 오후 GMT+9,2,에이바이트키친,항정살덮밥,1,1,0,9,9,9,4,2,2,3
1172,2023/11/21 8:27:49 오후 GMT+9,2,유비칼국수,칼국수,3,1,9,1,9,3,4,1,1,4
1173,2023/11/21 11:19:21 오후 GMT+9,2,영대 막창,뒷고기,1,1,9,1,9,3,9,9,9,3
1174,2023/11/21 7:51:12 오후 GMT+9,2,오김뒷,볶음밥,1,1,9,9,9,3,4,1,1,3
1175,2023/11/21 7:40:51 오후 GMT+9,2,손시스시,손시스시A,1,1,0,9,9,9,4,2,3,3
1176,2023/11/28 11:44:30 오후 GMT+9,1,장군찜닭,제육볶음,2,9,9,9,9,9,4,9,9,3
1177,2023/11/20 8:59:22 오후 GMT+9,1,영대 학식,영대 돈까스,1,9,9,9,2,9,4,9,9,4
1178,2023/11/21 9:17:05 오후 GMT+9,1,카츠디나인,돈까스,1,1,0,9,9,9,4,2,1,3
1179,2023/11/28 11:45:11 오후 GMT+9,1,돈까스에빠지다,돈까스,1,9,9,9,9,9,4,9,9,3
1180,2023/11/21 7:58:11 오후 GMT+9,1,영남동,영남동,1,1,0,9,2,9,4,9,1,3
1181,2023/11/21 8:28:33 오후 GMT+9,2,88식당,대창덮밥,1,1,0,1,9,9,4,3,1,1
1182,2023/11/28 11:48:43 오후 GMT+9,1,길가네국밥,돼지국밥,3,1,9,9,2,9,4,3,9,3
1183,2023/11/21 11:19:21 오후 GMT+9,2,영대 막창,뒷고기,1,1,9,1,9,3,9,9,9,3
1184,2023/11/20 8:59:22 오후 GMT+9,1,영대 학식,영대 돈까스,1,9,9,9,2,9,4,9,9,4
1185,2023/11/28 11:46:45 오후 GMT+9,1,몽짬뽕,몽짬뽕,1,9,9,9,9,9,4,9,9,3
1186,2023/11/28 11:43:47 오후 GMT+9,1,오칠구,김치말이냉국수,1,9,9,9,9,9,4,1,9,4
1187,2023/11/21 8:30:22 오후 GMT+9,1,1058면,갈비동,3,1,9,9,2,9,9,1,2,3
1188,2023/11/21 11:24:49 오후 GMT+9,2,에이바이트키친,상하이크림파스타,1,1,0,9,9,9,4,2,2,3
1189,2023/11/21 8:02:45 오후 GMT+9,1,맺음,뭉티기,3,3,0,9,9,3,4,2,3,3
1190,2023/11/28 11:44:30 오후 GMT+9,1,장군찜닭,제육볶음,2,9,9,9,9,9,4,9,9,3
1191,2023/11/21 8:02:45 오후 GMT+9,1,맺음,뭉티기,3,3,0,9,9,3,4,2,3,3
1192,2023/11/22 12:12:29 오전 GMT+9,2,자야,매콤크림우동,1,1,0,9,9,9,4,1,2,3
1193,2023/11/21 7:44:31 오후 GMT+9,2,해쉬,목살플레이트,1,1,0,1,9,9,4,3,2,1
1194,2023/11/21 7:48:04 오후 GMT+9,2,해피치즈스마일,로제떡볶이,1,2,0,9,9,9,4,1,2,4
1195,2023/11/21 7:51:12 오후 GMT+9,2,오김뒷,볶음밥,1,1,9,9,9,3,4,1,1,3
1196,2023/11/23 7:15:01 오후 GMT+9,2,돈까스에빠지다,돈까스,2,1,9,9,2,9,4,1,2,3
1197,2023/11/21 8:06:34 오후 GMT+9,2,홍대함바그,갈비,3,1,9,9,2,9,4,9,9,3
1198,2023/11/28 11:45:44 오후 GMT+9,1,후라이드참잘하는집,후라이드치킨,1,9,9,9,9,9,9,9,9,4
1199,2023/11/21 11:19:43 오후 GMT+9,2,카츠디나인,안심 카츠,1,1,0,9,9,9,4,1,2,4
1200,2023/11/21 11:24:49 오후 GMT+9,2,에이바이트키친,상하이크림파스타,1,1,0,9,9,9,4,2,2,3
1201,2023/11/23 7:15:01 오후 GMT+9,2,돈까스에빠지다,돈까스,2,1,9,9,2,9,4,1,2,3
1202,2023/11/21 10:26:52 오후 GMT+9,1,카츠디나인,등심돈까스,1,1,0,1,2,9,4,2,2,4
1203,2023/11/28 11:45:48 오후 GMT+9,1,동궁찜닭,황금찜닭,2,1,0,9,9,9,4,1,9,3
1204,2023/11/21 8:30:22 오후 GMT+9,1,1058면,갈비동,3,1,9,9,2,9,9,1,2,3
1205,2023/11/21 9:27:24 오후 GMT+9,2,카츠디나인,안심돈까스,1,1,0,9,9,9,4,1,2,2
1206,2023/11/21 9:27:24 오후 GMT+9,2,카츠디나인,안심돈까스,1,1,0,9,9,9,4,1,2,2
1207,2023/11/28 11:47:11 오후 GMT+9,1,백정육회,육회,1,1,9,9,9,9,9,9,9,9
1208,2023/11/21 11:16:27 오후 GMT+9,2,백정육회,육회,1,1,9,9,9,3,9,1,1,2
1209,2023/11/21 7:48:04 오후 GMT+9,2,해피치즈스마일,로제떡볶이,1,2,0,9,9,9,4,1,2,4
1210,2023/11/21 8:28:33 오후 GMT+9,2,88식당,대창덮밥,1,1,0,1,9,9,4,3,1,1
1211,2023/11/21 9:27:24 오후 GMT+9,2,카츠디나인,안심돈까스,1,1,0,9,9,9,4,1,2,2
1212,2023/11/21 11:27:00 오후 GMT+9,2,손시스시,손시스시A,2,1,0,1,2,9,4,1,2,2
1213,2023/11/21 7:58:11 오후 GMT+9,1,영남동,영남동,1,1,0,9,2,9,4,9,1,3
1214,2023/11/21 11:24:21 오후 GMT+9,2,에이바이트키친,항정살덮밥,1,1,0,9,9,9,4,2,2,3
1215,2023/11/22 8:58:02 오전 GMT+9,2,경산소찌개,소찌개,1,1,9,9,2,3,4,1,1,4
1216,2023/11/28 11:49:12 오후 GMT+9,1,타이짬뽕,타이짬뽕,2,1,9,9,9,9,4,9,9,9
1217,2023/11/28 11:45:17 오후 GMT+9,1,장군찜닭,제육볶음,1,9,9,9,9,9,4,9,9,3
1218,2023/11/23 7:12:28 오후 GMT+9,2,에이바이트키친,항정살 덮밥,4,1,0,9,9,9,4,2,2,4
1219,2023/11/21 7:40:51 오후 GMT+9,2,손시스시,손시스시A,1,1,0,9,9,9,4,2,3,3
1220,2023/11/23 7:14:26 오후 GMT+9,2,고기듬뿍대왕비빔밥,꿀갈비비빔밥,3,1,9,9,2,9,4,2,2,3
1221,2023/11/28 11:48:43 오후 GMT+9,1,길가네국밥,돼지국밥,3,1,9,9,2,9,4,3,9,3
1222,2023/11/28 11:43:06 오후 GMT+9,1,가보뚝배기,뚝배기,1,9,9,9,2,9,4,9,9,3
1223,2023/11/21 8:30:22 오후 GMT+9,1,1058면,갈비동,3,1,9,9,2,9,9,1,2,3
1224,2023/11/21 7:40:51 오후 GMT+9,2,손시스시,손시스시A,1,1,0,9,9,9,4,2,3,3
1225,2023/11/21 8:02:45 오후 GMT+9,1,맺음,뭉티기,3,3,0,9,9,3,4,2,3,3
1226,2023/11/22 9:13:30 오전 GMT+9,2,돈우리,차돌된장찌개,3,9,9,9,9,9,4,9,9,3
1227,2023/11/21 11:24:49 오후 GMT+9,2,에이바이트키친,상하이크림파스타,1,1,0,9,9,9,4,2,2,3
1228,2023/11/22 8:58:41 오전 GMT+9,2,돈우리,차돌된장찌개,1,9,9,9,2,9,4,9,9,4
1229,2023/11/21 8:06:34 오후 GMT+9,2,홍대함바그,갈비,3,1,9,9,2,9,4,9,9,3
1230,2023/11/28 11:43:06 오후 GMT+9,1,가보뚝배기,뚝배기,1,9,9,9,2,9,4,9,9,3
1231,2023/11/28 11:45:44 오후 GMT+9,1,후라이드참잘하는집,후라이드치킨,1,9,9,9,9,9,9,9,9,4
1232,2023/11/28 11:49:12 오후 GMT+9,1,타이짬뽕,타이짬뽕,2,1,9,9,9,9,4,9,9,9
1233,2023/11/21 7:58:11 오후 GMT+9,1,영남동,영남동,1,1,0,9,2,9,4,9,1,3
1234,2023/11/22 12:12:29 오전 GMT+9,2,자야,매콤크림우동,1,1,0,9,9,9,4,1,2,3
1235,2023/11/28 11:45:48 오후 GMT+9,1,동궁찜닭,황금찜닭,2,1,0,9,9,9,4,1,9,3
1236,2023/11/21 11:19:43 오후 GMT+9,2,카츠디나인,안심 카츠,1,1,0,9,9,9,4,1,2,4
1237,2023/11/21 8:27:30 오후 GMT+9,1,온어데일리,누텔라 아이스크림,4,3,9,1,9,9,9,3,3,4
1238,2023/11/22 8:58:41 오전 GMT+9,2,돈우리,차돌된장찌개,1,9,9,9,2,9,4,9,9,4
1239,2023/11/23 7:13:56 오후 GMT+9,2,도리집,도리덮밥,3,1,9,9,2,9,4,1,2,3
1240,2023/11/21 7:46:26 오후 GMT+9,2,용용선생,마라전골,1,2,0,9,9,9,4,1,1,3
1241,2023/11/21 8:02:45 오후 GMT+9,1,맺음,뭉티기,3,3,0,9,9,3,4,2,3,3
1242,2023/11/21 8:43:16 오후 GMT+9,1,착한찜닭,찜닭,3,1,9,9,9,9,4,3,2,4
1243,2023/11/21 9:17:05 오후 GMT+9,1,카츠디나인,돈까스,1,1,0,9,9,9,4,2,1,3
1244,2023/11/23 7:13:27 오후 GMT+9,2,동궁찜닭,황금찜닭,2,1,9,1,9,9,4,2,2,3
1245,2023/11/23 7:12:59 오후 GMT+9,2,돈우리,차돌된장찌개,3,1,9,1,2,9,4,2,2,3
1246,2023/11/28 11:43:47 오후 GMT+9,1,오칠구,김치말이냉국수,1,9,9,9,9,9,4,1,9,4
1247,2023/11/21 8:29:49 오후 GMT+9,2,찐궁물 김치찌개,김치찌개,2,9,9,9,9,9,9,3,3,4
1248,2023/11/21 8:27:30 오후 GMT+9,1,온어데일리,누텔라 아이스크림,4,3,9,1,9,9,9,3,3,4
1249,2023/11/21 8:55:14 오후 GMT+9,2,청춘양식당,샐러드파스타,1,3,0,9,9,9,9,3,2,4
1250,2023/11/21 8:02:45 오후 GMT+9,1,맺음,뭉티기,3,3,0,9,9,3,4,2,3,3
1251,2023/11/21 11:24:49 오후 GMT+9,2,에이바이트키친,상하이크림파스타,1,1,0,9,9,9,4,2,2,3
1252,2023/11/21 11:24:49 오후 GMT+9,2,에이바이트키친,상하이크림파스타,1,1,0,9,9,9,4,2,2,3
1253,2023/11/21 10:26:59 오후 GMT+9,1,오칠구,김치말이냉국수,4,3,0,1,2,3,4,3,3,4
1254,2023/11/21 7:40:51 오후 GMT+9,2,손시스시,손시스시A,1,1,0,9,9,9,4,2,3,3
1255,2023/11/21 8:43:16 오후 GMT+9,1,착한찜닭,찜닭,3,1,9,9,9,9,4,3,2,4
1256,2023/11/28 11:48:43 오후 GMT+9,1,길가네국밥,돼지국밥,3,1,9,9,2,9,4,3,9,3
1257,2023/11/21 8:32:21 오후 GMT+9,1,장군찜닭,제육볶음,1,1,9,9,9,9,4,1,1,3
1258,2023/11/28 11:49:12 오후 GMT+9,1,타이짬뽕,타이짬뽕,2,1,9,9,9,9,4,9,9,9
1259,2023/11/22 12:12:29 오전 GMT+9,2,자야,매콤크림우동,1,1,0,9,9,9,4,1,2,3
1260,2023/11/21 8:55:14 오후 GMT+9,2,청춘양식당,샐러드파스타,1,3,0,9,9,9,9,3,2,4
1261,2023/11/21 11:19:21 오후 GMT+9,2,영대 막창,뒷고기,1,1,9,1,9,3,9,9,9,3
1262,2023/11/28 11:45:48 오후 GMT+9,1,동궁찜닭,황금찜닭,2,1,0,9,9,9,4,1,9,3
1263,2023/11/21 10:26:59 오후 GMT+9,1,오칠구,김치말이냉국수,4,3,0,1,2,3,4,3,3,4
1264,2023/11/21 8:29:49 오후 GMT+9,2,찐궁물 김치찌개,김치찌개,2,9,9,9,9,9,9,3,3,4
1265,2023/11/21 11:16:27 오후 GMT+9,2,백정육회,육회,1,1,9,9,9,3,9,1,1,2
1266,2023/11/21 11:24:49 오후 GMT+9,2,에이바이트키친,상하이크림파스타,1,1,0,9,9,9,4,2,2,3
1267,2023/11/28 11:47:11 오후 GMT+9,1,백정육회,육회,1,1,9,9,9,9,9,9,9,9
1268,2023/11/22 11:38:29 오전 GMT+9,1,로키맥주,가라야게,1,1,0,9,9,3,4,1,1,3
1269,2023/11/23 7:15:01 오후 GMT+9,2,돈까스에빠지다,돈까스,2,1,9,9,2,9,4,1,2,3
1270,2023/11/28 11:45:17 오후 GMT+9,1,장군찜닭,제육볶음,1,9,9,9,9,9,4,9,9,3
1271,2023/11/22 12:12:29 오전 GMT+9,2,자야,매콤크림우동,1,1,0,9,9,9,4,1,2,3
1272,2023/11/22 11:38:29 오전 GMT+9,1,로키맥주,가라야게,1,1,0,9,9,3,4,1,1,3
1273,2023/11/21 9:27:24 오후 GMT+9,2,카츠디나인,안심돈까스,1,1,0,9,9,9,4,1,2,2
1274,2023/11/28 11:45:17 오후 GMT+9,1,장군찜닭,제육볶음,1,9,9,9,9,9,4,9,9,3
1275,2023/11/21 10:26:59 오후 GMT+9,1,오칠구,김치말이냉국수,4,3,0,1,2,3,4,3,3,4
1276,2023/11/21 7:40:51 오후 GMT+9,2,손시스시,손시스시A,1,1,0,9,9,9,4,2,3,3
1277,2023/11/21 9:17:05 오후 GMT+9,1,카츠디나인,돈까스,1,1,0,9,9,9,4,2,1,3
1278,2023/11/28 11:43:06 오후 GMT+9,1,가보뚝배기,뚝배기,1,9,9,9,2,9,4,9,9,3
1279,2023/11/28 11:45:11 오후 GMT+9,1,돈까스에빠지다,돈까스,1,9,9,9,9,9,4,9,9,3
1280,2023/11/21 11:16:27 오후 GMT+9,2,백정육회,육회,1,1,9,9,9,3,9,1,1,2
1281,2023/11/28 11:43:06 오후 GMT+9,1,가보뚝배기,뚝배기,1,9,9,9,2,9,4,9,9,3
1282,2023/11/21 11:19:43 오후 GMT+9,2,카츠디나인,안심 카츠,1,1,0,9,9,9,4,1,2,4
1283,2023/11/28 11:43:06 오후 GMT+9,1,가보뚝배기,뚝배기,1,9,9,9,2,9,4,9,9,3
1284,2023/11/28 11:50:36 오후 GMT+9,1,돈우리,차돌된장찌개,2,1,9,9,2,9,4,9,9,9
1285,2023/11/21 8:30:22 오후 GMT+9,1,1058면,갈비동,3,1,9,9,2,9,9,1,2,3
1286,2023/11/28 11:49:12 오후 GMT+9,1,타이짬뽕,타이짬뽕,2,1,9,9,9,9,4,9,9,9
1287,2023/11/21 11:24:49 오후 GMT+9,2,에이바이트키친,상하이크림파스타,1,1,0,9,9,9,4,2,2,3
1288,2023/11/21 9:58:17 오후 GMT+9,1,꽃뚜껑,삼겹살,3,1,9,9,9,9,4,2,2,3
1289,2023/11/22 12:12:29 오전 GMT+9,2,자야,매콤크림우동,1,1,0,9,9,9,4,1,2,3
1290,2023/11/21 7:40:51 오후 GMT+9,2,손시스시,손시스시A,1,1,0,9,9,9,4,2,3,3
1291,2023/11/21 7:58:11 오후 GMT+9,1,영남동,영남동,1,1,0,9,2,9,4,9,1,3
1292,2023/11/21 11:24:49 오후 GMT+9,2,에이바이트키친,상하이크림파스타,1,1,0,9,9,9,4,2,2,3
1293,2023/11/21 8:30:22 오후 GMT+9,1,1058면,갈비동,3,1,9,9,2,9,9,1,2,3
1294,2023/11/28 11:45:11 오후 GMT+9,1,돈까스에빠지다,돈까스,1,9,9,9,9,9,4,9,9,3
1295,2023/11/21 9:27:24 오후 GMT+9,2,카츠디나인,안심돈까스,1,1,0,9,9,9,4,1,2,2
1296,2023/11/21 7:42:44 오후 GMT+9,2,돈까스에빠지다,치즈돈까스반상,2,1,9,9,9,9,4,2,2,4
1297,2023/11/21 8:02:45 오후 GMT+9,1,맺음,뭉티기,3,3,0,9,9,3,4,2,3,3
1298,2023/11/28 11:50:36 오후 GMT+9,1,돈우리,차돌된장찌개,2,1,9,9,2,9,4,9,9,9
1299,2023/11/21 8:02:45 오후 GMT+9,1,맺음,뭉티기,3,3,0,9,9,3,4,2,3,3
1300,2023/11/28 11:43:44 오후 GMT+9,1,길가네국밥,돼지국밥,2,9,9,9,2,9,9,9,9,4
1301,2023/11/21 7:48:04 오후 GMT+9,2,해피치즈스마일,로제떡볶이,1,2,0,9,9,9,4,1,2,4
1302,2023/11/28 11:44:30 오후 GMT+9,1,장군찜닭,제육볶음,2,9,9,9,9,9,4,9,9,3
1303,2023/11/22 12:12:29 오전 GMT+9,2,자야,매콤크림우동,1,1,0,9,9,9,4,1,2,3
1304,2023/11/21 9:27:24 오후 GMT+9,2,카츠디나인,안심돈까스,1,1,0,9,9,9,4,1,2,2
1305,2023/11/28 11:45:48 오후 GMT+9,1,동궁찜닭,황금찜닭,2,1,0,9,9,9,4,1,9,3
1306,2023/11/28 11:48:43 오후 GMT+9,1,길가네국밥,돼지국밥,3,1,9,9,2,9,4,3,9,3
1307,2023/11/28 11:50:36 오후 GMT+9,1,돈우리,차돌된장찌개,2,1,9,9,2,9,4,9,9,9
1308,2023/11/21 7:51:12 오후 GMT+9,2,오김뒷,볶음밥,1,1,9,9,9,3,4,1,1,3
1309,2023/11/22 8:58:02 오전 GMT+9,2,경산소찌개,소찌개,1,1,9,9,2,3,4,1,1,4
1310,2023/11/21 7:48:04 오후 GMT+9,2,해피치즈스마일,로제떡볶이,1,2,0,9,9,9,4,1,2,4
1311,2023/11/23 7:12:28 오후 GMT+9,2,에이바이트키친,항정살 덮밥,4,1,0,9,9,9,4,2,2,4
1312,2023/11/21 7:42:44 오후 GMT+9,2,돈까스에빠지다,치즈돈까스반상,2,1,9,9,9,9,4,2,2,4
1313,2023/11/21 8:30:22 오후 GMT+9,1,1058면,갈비동,3,1,9,9,2,9,9,1,2,3
1314,2023/11/22 8:59:12 오전 GMT+9,2,장군찜닭,제육볶음,1,9,9,9,9,9,4,9,9,3
1315,2023/11/28 11:50:36 오후 GMT+9,1,돈우리,차돌된장찌개,2,1,9,9,2,9,4,9,9,9
1316,2023/11/28 11:49:12 오후 GMT+9,1,타이짬뽕,타이짬뽕,2,1,9,9,9,9,4,9,9,9
1317,2023/11/21 7:40:51 오후 GMT+9,2,손시스시,손시스시A,1,1,0,9,9,9,4,2,3,3
1318,2023/11/28 11:43:06 오후 GMT+9,1,가보뚝배기,뚝배기,1,9,9,9,2,9,4,9,9,3
1319,2023/11/21 8:29:49 오후 GMT+9,2,찐궁물 김치찌개,김치찌개,2,9,9,9,9,9,9,3,3,4
1320,2023/11/21 8:30:22 오후 GMT+9,1,1058면,갈비동,3,1,9,9,2,9,9,1,2,3
1321,2023/11/21 8:27:30 오후 GMT+9,1,온어데일리,누텔라 아이스크림,4,3,9,1,9,9,9,3,3,4
1322,2023/11/21 11:16:27 오후 GMT+9,2,백정육회,육회,1,1,9,9,9,3,9,1,1,2
1323,2023/11/21 11:19:43 오후 GMT+9,2,카츠디나인,안심 카츠,1,1,0,9,9,9,4,1,2,4
1324,2023/11/23 7:15:01 오후 GMT+9,2,돈까스에빠지다,돈까스,2,1,9,9,2,9,4,1,2,3
1325,2023/11/21 8:27:30 오후 GMT+9,1,온어데일리,누텔라 아이스크림,4,3,9,1,9,9,9,3,3,4
1326,2023/11/21 8:27:30 오후 GMT+9,1,온어데일리,누텔라 아이스크림,4,3,9,1,9,9,9,3,3,4
1327,2023/11/21 9:17:05 오후 GMT+9,1,카츠디나인,돈까스,1,1,0,9,9,9,4,2,1,3
1328,2023/11/28 11:48:43 오후 GMT+9,1,길가네국밥,돼지국밥,3,1,9,9,2,9,4,3,9,3
1329,2023/11/23 7:13:56 오후 GMT+9,2,도리집,도리덮밥,3,1,9,9,2,9,4,1,2,3
1330,2023/11/23 7:15:01 오후 GMT+9,2,돈까스에빠지다,돈까스,2,1,9,9,2,9,4,1,2,3
1331,2023/11/28 11:45:11 오후 GMT+9,1,돈까스에빠지다,돈까스,1,9,9,9,9,9,4,9,9,3
1332,2023/11/21 8:32:21 오후 GMT+9,1,장군찜닭,제육볶음,1,1,9,9,9,9,4,1,1,3
1333,2023/11/21 9:27:24 오후 GMT+9,2,카츠디나인,안심돈까스,1,1,0,9,9,9,4,1,2,2
1334,2023/11/28 11:43:44 오후 GMT+9,1,길가네국밥,돼지국밥,2,9,9,9,2,9,9,9,9,4
1335,2023/11/21 9:17:05 오후 GMT+9,1,카츠디나인,돈까스,1,1,0,9,9,9,4,2,1,3
1336,2023/11/21 9:58:17 오후 GMT+9,1,꽃뚜껑,삼겹살,3,1,9,9,9,9,4,2,2,3
1337,2023/11/21 8:39:28 오후 GMT+9,2,에이바이트키친,상하이크림파스타,1,1,9,9,9,9,4,1,2,3
1338,2023/11/21 7:42:44 오후 GMT+9,2,돈까스에빠지다,치즈돈까스반상,2,1,9,9,9,9,4,2,2,4
1339,2023/11/21 11:19:43 오후 GMT+9,2,카츠디나인,안심 카츠,1,1,0,9,9,9,4,1,2,4
1340,2023/11/23 7:13:27 오후 GMT+9,2,동궁찜닭,황금찜닭,2,1,9,1,9,9,4,2,2,3
1341,2023/11/28 11:50:36 오후 GMT+9,1,돈우리,차돌된장찌개,2,1,9,9,2,9,4,9,9,9
1342,2023/11/21 8:30:22 오후 GMT+9,1,1058면,갈비동,3,1,9,9,2,9,9,1,2,3
1343,2023/11/21 8:28:33 오후 GMT+9,2,88식당,대창덮밥,1,1,0,1,9,9,4,3,1,1
1344,2023/11/21 8:39:28 오후 GMT+9,2,에이바이트키친,상하이크림파스타,1,1,9,9,9,9,4,1,2,3
1345,2023/11/21 8:28:30 오후 GMT+9,1,몽짬뽕,몽짬뽕,2,1,9,9,2,9,4,1,2,3
1346,2023/11/21 8:27:49 오후 GMT+9,2,유비칼국수,칼국수,3,1,9,1,9,3,4,1,1,4
1347,2023/11/23 7:14:26 오후 GMT+9,2,고기듬뿍대왕비빔밥,꿀갈비비빔밥,3,1,9,9,2,9,4,2,2,3
1348,2023/11/28 11:48:43 오후 GMT+9,1,길가네국밥,돼지국밥,3,1,9,9,2,9,4,3,9,3
1349,2023/11/22 11:38:29 오전 GMT+9,1,로키맥주,가라야게,1,1,0,9,9,3,4,1,1,3
1350,2023/11/21 8:30:22 오후 GMT+9,1,1058면,갈비동,3,1,9,9,2,9,9,1,2,3
1351,2023/11/21 8:32:21 오후 GMT+9,1,장군찜닭,제육볶음,1,1,9,9,9,9,4,1,1,3
1352,2023/11/22 9:13:30 오전 GMT+9,2,돈우리,차돌된장찌개,3,9,9,9,9,9,4,9,9,3
